Ticker,Company Name,Industry
BGFV,Big 5 Sporting Goods,specialty retail
BGI,Birks Group,luxury goods
BGNE,Beigene,biotechnology
BGRY,Berkshire Grey,specialty industrial machinery
BGS,B&G Foods,packaged foods
BGSF,Bg Staffing,staffing & employment services
BGSX,Build Acquisition,shell companies
BH,Biglari Holdings,restaurants
BH.A,Biglari Holdings,restaurants
BHAT,Blue Hat Interactive,electronic gaming & multimedia
BHB,Bar Harbor Bankshares,banks-regional
BHC,Bausch Health Companies,drug manufacturers-specialty & generic
BHE,Benchmark Electronics,electronic components
BHF,Brighthouse Financial,insurance-life
BHG,Bright Health Group,healthcare plans
BHLB,Berkshire Hills Bancorp,banks-regional
BHP,Bhp Group,other industrial metals & mining
BHR,Braemar Hotels & Resorts,reit-hotel & motel
BHSE,Bull Horn Holdings,shell companies
BHTG,Biohitech Global,pollution & treatment controls
BHVN,Biohaven Pharmaceutical,biotechnology
BIDU,"Baidu, Inc",internet content & information
BIG,Big Lots,discount stores
BIGC,Bigcommerce,software-application
BIIB,Biogen,drug manufacturers-general
BILI,Bilibili,electronic gaming & multimedia
BILL,Bill.Com,software-application
BIMI,Bimi International Medical,pharmaceutical retailers
BIO,Bio-Rad Laboratories,medical devices
BIOC,Biocept,diagnostics & research
BIOL,"Biolase, Inc.",medical devices
BIOT,Biotech Acquisition,none
BIOX,Bioceres Crop Solutions,agricultural inputs
BIP,Brookfield Infrastructure Partners,utilities-diversified
BIPC,Brookfield Infrastructure,asset management
BITE,Bite Acquisition,none
BITF,Bitfarms,"data processing, hosting, and related services"
BIVI,Biovie,biotechnology
BJ,Bj'S Wholesale Club,discount stores
BJRI,Bj'S Restaurants,restaurants
BK,Bank Of New York Mellon,asset management
BKCC,Blackrock Capital Investment,asset management
BKD,Brookdale Senior Living,medical care facilities
BKE,The Buckle,apparel retail
BKEP,Blueknight Energy Partners,oil & gas midstream
BKH,Black Hills,utilities-diversified
BKI,Black Knight,software-infrastructure
BKNG,Booking Holdings,travel services
BKR,Baker Hughes,oil & gas equipment & services
BKSC,Bank Of South Carolina,banks-regional
BKTI,Bk Technologies,communication equipment
BKU,Bankunited,banks-regional
BKYI,Bio-Key International,security & protection services
BL,Blackline,software-infrastructure
BLBD,Blue Bird,auto manufacturers
BLCM,Bellicum Pharmaceuticals,biotechnology
BLCT,Bluecity Holdings,internet content & information
BLD,Topbuild,engineering & construction
BLDE,Blade Air Mobility,airports & air services
BLDP,Ballard Power Systems,specialty industrial machinery
BLDR,Builders Firstsource,building products & equipment
BLFS,Biolife Solutions,medical instruments & supplies
BLFY,Blue Foundry Bancorp,banks-regional
BLI,Berkeley Lights,biotechnology
BLIN,Bridgeline Digital,software-infrastructure
BLK,Blackrock,asset management
BLKB,Blackbaud,software-application
BLL,Ball Corporation,packaging & containers
BLMN,Bloomin' Brands,restaurants
BLND,Blend Labs,software-application
BLNK,Blink Charging,specialty retail
BLPH,Bellerophon Therapeutics,biotechnology
BLRX,Biolinerx,biotechnology
BLSA,Bcls Acquisition,shell companies
BLTS,Bright Lights Acquisition,shell companies
BLU,Bellus Health,biotechnology
BLUA,Blueriver Acquisition,shell companies
BLUE,Bluebird Bio,biotechnology
BLUW,Blue Water Acquisition,shell companies
BLX,Banco Latinoamericano,banks-regional
BMA,Banco Macro,banks-regional
BMBL,Bumble,software-application
BMEA,Biomea Fusion,biotechnology
BMI,Badger Meter,electrical equipment & parts
BMO,Bank Of Montreal,banks-diversified
BMRA,Biomerica,diagnostics & research
BMRC,Bank Of Marin Bancorp,banks-regional
BMRN,Biomarin Pharmaceutical,biotechnology
BMTC,Bryn Mawr Bank,banks-regional
BMTX,Bm Technologies,software-application
BMY,Bristol-Myers Squibb,drug manufacturers-general
BNED,Barnes & Noble Education,specialty retail
BNFT,Benefitfocus,software-application
BNGO,Bionano Genomics,diagnostics & research
BNL,Broadstone Net Lease,reit-diversified
BNR,Burning Rock Biotech,diagnostics & research
BNS,Bank Of Nova Scotia,banks-diversified
BNSO,Bonso Electronics International,scientific & technical instruments
BNTC,Benitec Biopharma,biotechnology
BNTX,Biontech Se,biotechnology
BOAC,Bluescape Opportunities Acquisition,shell companies
BOAS,Boa Acquisition,shell companies
BOCH,Bank Of Commerce Holdings,banks-regional
BODY,Beachbody,internet content & information
BOH,Bank Of Hawaii,banks-regional
BOKF,Bok Financial,banks-regional
BOLT,Bolt Biotherapeutics,biotechnology
BOMN,Boston Omaha,advertising agencies
BON,Bon Natural Life,medicinal chemicals & botanical products
BOOM,Dmc Global,oil & gas equipment & services
BOOT,Boot Barn Holdings,apparel retail
BORR,Borr Drilling,oil & gas drilling
BOSC,Bos Better Online Solutions,communication equipment
BOTJ,Bank Of The James Financial,banks-regional
BOWX,Bowx Acquisition,shell companies
BOX,"Box, Inc.",software-infrastructure
BOXL,Boxlight,communication equipment
BP,Bp Plc,oil & gas integrated
BPMC,Blueprint Medicines,biotechnology
BPMP,Bp Midstream Partners,oil & gas midstream
BPOP,Popular,banks-regional
BPRN,Bank Of Princeton,banks-regional
BPT,Bp Prudhoe Bay Royalty Trust,oil & gas refining & marketing
BPTH,Bio-Path Holdings,biotechnology
BPTS,Biophytis,biotechnology
BQ,Boqii Holding,specialty retail
BR,Broadridge Financial Solutions,information technology services
BRBR,Bellring Brands,packaged foods
BRBS,Blue Ridge Bankshares,banks-regional
BRC,Brady Corporation,security & protection services
BRCN,Burcon Nutrascience,packaged foods
BRDG,Bridge Investment Group,asset management
BREZ,Breeze Holdings Acquisition,shell companies
BRFS,Brf S.A.,packaged foods
BRG,Bluerock Residential Growth Reit,reit-residential
BRID,Bridgford Foods,packaged foods
BRIV,B. Riley Principal 250 Merger,blank checks / spac
BRK.A,Berkshire Hathaway,insurance-diversified
BRK.B,Berkshire Hathaway,insurance-diversified
BRKL,Brookline Bancorp,banks-regional
BRKR,Bruker,medical devices
BRKS,Brooks Automation,semiconductor equipment & materials
BRLI,Brilliant Acquisition,shell companies
BRMK,Broadmark Realty Capital,reit-mortgage
BRN,Barnwell Industries,oil & gas e&p
BRO,Brown & Brown,insurance brokers
BROG,Brooge Energy,oil & gas midstream
BRP,Brp Group,insurance brokers
BRPM,B. Riley Principal 150 Merger,none
BRQS,Borqs Technologies,software-application
BRSP,Brightspire Capital,reit-diversified
BRT,Brt Apartments,reit-residential
BRX,Brixmor Property Group,reit-retail
BRY,Berry Corporation,oil & gas e&p
BSAC,Banco Santander-Chile,banks-regional
BSBK,Bogota Financial,banks-regional
BSBR,Banco Santander Brasil,banks-regional
BSET,Bassett Furniture Industries,"furnishings, fixtures & appliances"
BSGA,Blue Safari Group Acquisition,shell companies
BSGM,Biosig Technologies,medical devices
BSIG,Brightsphere Investment Group,asset management
BSKY,Big Sky Growth Partners,shell companies
BSM,Black Stone Minerals,oil & gas e&p
BSMX,Banco Santander Mexico,banks-regional
BSN,Broadstone Acquisition,shell companies
BSQR,Bsquare Corporation,software-application
BSRR,Sierra Bancorp,banks-regional
BSVN,Bank7 Corp.,banks-regional
BSX,Boston Scientific,medical devices
BSY,Bentley Systems,software-application
BTAI,Bioxcel Therapeutics,biotechnology
BTAQ,Burgundy Technology Acquisition,shell companies
BTB,Bit Brother,restaurants
BTBT,Bit Digital,software-application
BTCM,Bit Mining,capital markets
BTG,B2Gold,gold
BTI,British American Tobacco,tobacco
BTN,Ballantyne Strong,leisure
BTNB,Bridgetown 2 Holdings,shell companies
BTRS,Btrs Holdings,software-application
BTTR,Better Choice Company,packaged foods
BTU,Peabody Energy,thermal coal
BTWN,Bridgetown Holdings,shell companies
BTX,Brooklyn Immunotherapeutics,biotechnology
BUD,Anheuser-Busch Inbev,beverages-brewers
BUR,Burford Capital,asset management
BURL,Burlington Stores,apparel retail
BUSE,First Busey,banks-regional
BV,Brightview Holdings,specialty business services
BVH,Bluegreen Vacations,resorts & casinos
BVN,Compania De Minas Buenaventura,other precious metals & mining
BVS,Bioventus,diagnostics & research
BVXV,Biondvax Pharmaceuticals,biotechnology
BW,Babcock & Wilcox Enterprises,electrical equipment & parts
BWA,Borgwarner,auto parts
BWAC,Better World Acquisition,shell companies
BWAY,Brainsway,diagnostics & research
BWB,Bridgewater Bancshares,banks-regional
BWEN,Broadwind Energy,specialty industrial machinery
BWFG,Bankwell Financial Group,banks-regional
BWL.A,Bowl America,theater companies and dinner theaters
BWMN,Bowman Consulting Group,consulting services
BWMX,Betterware De Mexico,specialty retail
BWXT,Bwx Technologies,aerospace & defense
BX,Blackstone Group,asset management
BXC,Bluelinx Holdings,building products & equipment
BXMT,Blackstone Mortgage Trust,reit-mortgage
BXP,Boston Properties,reit-office
BXRX,Baudax Bio,biotechnology
BXS,Bancorpsouth Bank,banks-regional
BY,Byline Bancorp,banks-regional
BYD,Boyd Gaming,resorts & casinos
BYFC,Broadway Financial,banks-regional
BYND,Beyond Meat,packaged foods
BYRN,Byrna Technologies,aerospace & defense
BYSI,Beyondspring,biotechnology
BYTS,Byte Acquisition,shell companies
BZ,Kanzhun,staffing & employment services
BZH,Beazer Homes Usa,residential construction
BZUN,Baozun,internet retail
C,Citigroup,banks-diversified
CAAP,Corporacion America Airports,airports & air services
CAAS,China Automotive Systems,auto parts
CABA,Cabaletta Bio,biotechnology
CABO,Cable One,telecom services
CAC,Camden National,banks-regional
CACC,Credit Acceptance,credit services
CACI,Caci International,information technology services
CADE,Cadence Bancorporation,banks-regional
CADL,Candel Therapeutics,biotechnology
CAE,Cae Inc.,aerospace & defense
CAG,Conagra Brands,packaged foods
CAH,Cardinal Health,medical distribution
CAHC,Ca Healthcare Acquisition,shell companies
CAI,Cai International,rental & leasing services
CAJ,Canon,computer hardware
CAKE,Cheesecake Factory,restaurants
CAL,Caleres,footwear & accessories
CALA,Calithera Biosciences,biotechnology
CALB,California Bancorp,banks-regional
CALM,Cal-Maine Foods,farm products
CALT,Calliditas Therapeutics,drug manufacturers-specialty & generic
CALX,"Calix, Inc.",software-application
CAMP,Calamp,communication equipment
CAMT,Camtek,semiconductor equipment & materials
CAN,Canaan,computer hardware
CANF,Can-Fite Biopharma,biotechnology
CANG,Cango Inc.,internet content & information
CANO,Cano Health,shell companies
CAPL,Crossamerica Partners,oil & gas refining & marketing
CAPR,Capricor Therapeutics,biotechnology
CAR,Avis Budget Group,rental & leasing services
CARA,Cara Therapeutics,biotechnology
CARE,Carter Bankshares,banks-regional
CARG,Cargurus,internet content & information
CARR,Carrier Global,building products & equipment
CARS,Cars.Com,auto & truck dealerships
CARV,Carver Bancorp,banks-regional
CAS,Cascade Acquisition,shell companies
CASA,Casa Systems,communication equipment
CASH,Meta Financial Group,banks-regional
CASI,Casi Pharmaceuticals,biotechnology
CASS,Cass Information Systems,specialty business services
CASY,Casey'S General Stores,grocery stores
CAT,Caterpillar,farm & heavy construction machinery
CATB,Catabasis Pharmaceuticals,biotechnology
CATC,Cambridge Bancorp,banks-regional
CATO,Cato Corporation,apparel retail
CATY,Cathay General Bancorp,banks-regional
CB,Chubb,insurance-property & casualty
CBAH,Cbre Acquisition,shell companies
CBAN,Colony Bankcorp,banks-regional
CBAT,Cbak Energy Technology,electrical equipment & parts
CBAY,Cymabay Therapeutics,biotechnology
CBB,Cincinnati Bell,telecom services
CBD,Companhia Brasileira De Distribuicao,department stores
CBFV,Cb Financial Services,banks-regional
CBIO,Catalyst Biosciences,biotechnology
CBLI,Cytocom,biotechnology
CBMB,Cbm Bancorp,banks-regional
CBNK,Capital Bancorp,banks-regional
CBOE,Cboe Global Markets,financial data & stock exchanges
CBRE,Cbre Group,real estate services
CBRL,Cracker Barrel,restaurants
CBSH,Commerce Bancshares,banks-regional
CBT,Cabot Corporation,specialty chemicals
CBTX,"Cbtx, Inc.",banks-regional
CBU,Community Bank System,banks-regional
CBZ,"Cbiz, Inc.",specialty business services
CC,Chemours Company,specialty chemicals
CCAC,Citic Capital Acquisition,shell companies
CCAP,Crescent Capital Bdc,asset management
CCB,Coastal Financial,banks-regional
CCBG,Capital City Bank Group,banks-regional
CCCC,C4 Therapeutics,biotechnology
CCCS,Ccc Intelligent Solutions,software-infrastructure
CCEP,Coca-Cola European Partners,beverages-non-alcoholic
CCF,Chase Corporation,specialty chemicals
CCI,Crown Castle,reit-specialty
CCJ,Cameco,uranium
CCK,Crown Holdings,packaging & containers
CCL,Carnival,travel services
CCLP,Csi Compressco,oil & gas equipment & services
CCM,Concord Medical Services,medical care facilities
CCMP,Cmc Materials,semiconductor equipment & materials
CCNC,Code Chain New Continent,waste management
CCNE,Cnb Financial,banks-regional
CCO,Clear Channel Outdoor,advertising agencies
CCOI,Cogent Communications Holdings,telecom services
CCRN,Cross Country Healthcare,staffing & employment services
CCS,Century Communities,residential construction
CCU,Cia Cervecerias Unidas,beverages-brewers
CCV,Churchill Capital V,shell companies
CCVI,Churchill Capital Vi,shell companies
CCXI,Chemocentryx,biotechnology
CD,Chindata Group,information technology services
CDAK,Codiak Biosciences,biotechnology
CDAY,Ceridian Hcm Holding,software-application
CDE,Coeur Mining,gold
CDEV,Centennial Resource Development,oil & gas e&p
CDK,Cdk Global,software-application
CDLX,Cardlytics,internet content & information
CDMO,Avid Bioservices,biotechnology
CDNA,Caredx,diagnostics & research
CDNS,Cadence Design Systems,software-application
CDOR,Condor Hospitality Trust,reit-hotel & motel
CDR,Cedar Realty Trust,reit-retail
CDTX,Cidara Therapeutics,biotechnology
CDW,Cdw Corporation,information technology services
CDXC,Chromadex,biotechnology
CDXS,Codexis,biotechnology
CDZI,"Cadiz, Inc.",utilities-regulated water
CE,Celanese,chemicals
CEA,China Eastern Airlines,airlines
CECE,Ceco Environmental,pollution & treatment controls
CEI,Camber Energy,oil & gas e&p
CEIX,Consol Energy,thermal coal
CELC,Celcuity,diagnostics & research
CELH,Celsius Holdings,beverages-non-alcoholic
CELP,Cypress Environmental Partners,oil & gas equipment & services
CELU,Celularity,biotechnology
CEMI,Chembio Diagnostics,diagnostics & research
CENH,Centricus Acquisition,shell companies
CENT,Central Garden & Pet,packaged foods
CENTA,Central Garden & Pet,packaged foods
CENX,Century Aluminum,aluminum
CEPU,Central Puerto,utilities-regulated electric
CEQP,Crestwood Equity Partners,oil & gas midstream
CERC,Cerecor,biotechnology
CERE,Cerevel Therapeutics,biotechnology
CERN,Cerner,health information services
CERS,Cerus,biotechnology
CERT,Certara,biotechnology
CET,Central Securities,asset management
CETX,Cemtrex,software-infrastructure
CEVA,"Ceva, Inc.",semiconductors
CF,Cf Industries,agricultural inputs
CFB,Crossfirst Bankshares,banks-regional
CFBK,Cf Bankshares,banks-regional
CFFE,Cf Acquisition Viii,shell companies
CFFI,C&F Financial,banks-regional
CFFN,Capitol Federal Financial,banks-regional
CFG,Citizens Financial Group,banks-regional
CFIV,Cf Acquisition Iv,shell companies
